hour,solar_actual_kw,solar_forecast_kw,load_kw,battery_soc
172,0.0,1.9961821161887725,5.390134116137502,64.31981344727663
173,0.3657164273818138,0.2354305722183101,5.591233071148477,64.31981344727663
174,0.2893584930187969,1.0689151203489424,6.23156990695975,64.31981344727663
175,3.219471302834053,4.986442029489434,6.942988945987839,64.31981344727663
176,4.377806737753804,5.338488552984712,7.005972775318897,64.31981344727663
177,7.907071365787711,7.0080378462489055,7.219536386995182,64.31981344727663
178,7.270515387664936,5.24050582402384,6.407672129558218,64.31981344727663
179,10.386,10.932383124103556,5.484270635080148,64.31981344727663
180,9.50434664695875,9.60066787313069,5.228887683581041,64.31981344727663
181,7.447948643016302,8.700705908637229,4.76610794952247,64.31981344727663
182,6.315483315864388,6.45447814544954,5.231815122934783,64.31981344727663
183,6.756793511201167,6.291120559028688,5.569324422702972,64.31981344727663
184,4.09770085751209,5.66867892823989,6.201980389746329,64.31981344727663
185,3.0853998822030824,4.625459177406335,6.737804496597328,64.31981344727663
186,0.5221794037128413,0.0,7.520785698767012,64.31981344727663
187,0.0,0.0,7.469082002812756,64.31981344727663
188,0.0,0.5227485198425166,7.535263413912241,64.31981344727663
189,0.0,0.262084523089833,6.768914672788393,64.31981344727663
190,0.0,0.0994008636777348,5.905764526415585,64.31981344727663
191,0.9760556358689304,2.381835475857417,5.49791601666111,64.31981344727663
192,0.2152087153241995,3.2478588290705144,5.018006954542157,64.31981344727663
193,0.0,0.0,4.570718127829001,64.31981344727663
194,0.1667451514941569,0.4181893155981866,4.665293820524772,64.31981344727663
195,0.4180328653608423,0.7143371417304736,4.92663588097957,64.31981344727663
196,0.0,0.6235794054003603,4.9662929755953575,64.31981344727663
197,0.1436986245247125,0.0,5.481489635082988,64.31981344727663
198,0.0305540224875557,1.0030199102102215,6.094696460742881,64.31981344727663
199,0.8878883958413994,1.2457519969406956,6.931376057935284,64.31981344727663
200,4.7904288575818565,7.645985197989023,7.088679239006388,64.31981344727663
201,6.855504151608646,7.406751445841852,7.006590040844192,64.31981344727663
202,8.8742340764572,7.883270730386776,5.989778852651828,64.31981344727663
203,9.719710837965822,7.625756674930202,5.746976400170911,64.31981344727663
204,7.139688371877719,7.032915415427727,5.255607474757838,64.31981344727663
205,7.360515095494738,6.372850102106431,5.064963334461306,64.31981344727663
206,8.201386796174457,7.611013714411066,5.238282862478778,64.31981344727663
207,6.799831661730284,7.301289377460131,5.500808812145064,64.31981344727663
208,4.976712671935836,5.413363604737323,6.021412593248054,64.31981344727663
209,6.8055817419939455,7.104000320374179,7.047164043749229,64.31981344727663
210,0.6378548100700905,2.81846317921396,7.356217100001913,64.31981344727663
211,1.3067446673885623,2.1416188354155525,7.433726101161207,64.31981344727663
212,1.091671912755538,5.017078871165613,7.430510273333593,64.31981344727663
213,0.7332125230107875,1.264661344115772,6.849458972856894,64.31981344727663
214,0.0,0.0,6.253818511961467,64.31981344727663
215,0.8606447556393704,0.0,5.497504795178728,64.31981344727663
216,0.0,0.0,4.659845467548239,64.31981344727663
217,0.0,1.56098227323546,4.637634379666562,64.31981344727663
218,0.0,1.2163885080806414,4.662112687794183,64.31981344727663
219,0.0585870616804147,0.2853178147217852,4.970624611497398,64.31981344727663
220,2.703447405267187,2.6297616927305816,5.156794222428338,64.31981344727663
221,0.0,0.0,5.650899884850969,64.31981344727663
222,0.7745167676296201,0.8661947783474653,6.257859214258152,64.31981344727663
223,0.3337358806965,0.8328061921382779,6.773215459922095,64.31981344727663
224,3.8119990054004154,1.2915363389919094,7.427842532583885,64.31981344727663
225,7.487397540580128,8.464700402630221,6.820872695251572,64.31981344727663
226,7.675096907771724,4.965930624708694,5.971026078005617,64.31981344727663
227,7.203310662308811,7.674802545881758,5.665077295978224,64.31981344727663
228,7.93313789738936,7.861379984747895,5.1011607042774285,64.31981344727663
229,9.284982991530628,9.601669128177017,5.002255521695193,64.31981344727663
230,6.733792683229156,5.90983144369306,5.154743980249563,64.31981344727663
231,6.4538810567546925,8.772114935898252,5.610322096844548,64.31981344727663
232,4.425011624137754,5.532292456002454,5.991358296067185,64.31981344727663
233,1.4722319678539404,2.603511742702149,6.761417055525298,64.31981344727663
234,2.501226382182152,2.4974732600379816,7.372282519754627,64.31981344727663
235,0.7125156724778363,0.9287666050646588,7.759464355337297,64.31981344727663
236,0.0,1.5327647841252046,7.258666842762052,64.31981344727663
237,0.1824682367798806,2.2635915518695158,6.740234530174142,64.31981344727663
238,0.0,2.220230447184183,6.301888498670752,64.31981344727663
239,0.9713583231684564,1.2143944970063745,5.6397339096550825,64.31981344727663
240,0.0,0.4250247864732972,4.802330580212741,64.31981344727663
241,0.0,0.7916612684802931,4.686862035601388,64.31981344727663
242,0.5597886779612518,0.5337505146048853,4.943570289074634,64.31981344727663
243,0.9871388244699948,0.3436916202365001,4.877374759484421,64.31981344727663
244,0.0,0.5716877834633909,5.106191490168919,64.31981344727663
245,0.0,0.981731537290019,5.54963340362882,64.31981344727663
246,0.0,1.0490534320367804,6.210342761176468,64.31981344727663
247,1.472582879728449,1.653843204898917,6.953422810470655,64.31981344727663
248,6.46694456950661,5.64238807681557,7.077844591973863,64.31981344727663
249,6.68375128045413,7.395760323262973,6.536665667390944,64.31981344727663
250,6.11339148479796,6.720065483207506,6.154960851176389,64.31981344727663
251,9.57617322870992,8.261247731306955,5.547525933349935,64.31981344727663
252,10.386,11.5301276609405,5.166002896906255,64.31981344727663
253,9.711927381867676,10.634204525954392,4.94536545259688,64.31981344727663
254,5.807200079506963,5.836044186951442,5.006816738064117,64.31981344727663
255,5.630424530771677,4.04729372733772,5.633260133071929,64.31981344727663
256,5.876391878843587,4.335647761426742,6.244327721182232,64.31981344727663
257,1.408213778221958,2.273875983811437,6.595464331829269,64.31981344727663
258,0.4873318742516157,0.112274942367387,7.328635140201567,64.31981344727663
259,0.8792006425916368,0.8221461325486592,7.480713969978492,64.31981344727663
260,0.0,0.0,7.407603895299907,64.31981344727663
261,0.0,1.4493327444549111,6.766168991206526,64.31981344727663
262,0.0,0.0,5.944831139098413,64.31981344727663
263,0.0,0.2855594524580382,5.711106687958741,64.31981344727663
264,0.0,0.823884744686362,4.835782606442752,64.31981344727663
265,0.0,1.1669521549272424,4.726103884693615,64.31981344727663
266,1.8952866586701695,2.8026366485006022,4.668352053226402,64.31981344727663
267,0.0,0.0,4.724496837385958,64.31981344727663
268,0.0,0.0,5.061148606216287,64.31981344727663
269,0.1164721410252562,0.0,5.283797546512554,64.31981344727663
270,1.668872791979093,0.3759233824052517,6.422010390026253,64.31981344727663
271,0.5481372240834412,0.0,6.747305442745485,64.31981344727663
272,5.758344507916703,6.484855193819589,7.1072230539852725,64.31981344727663
273,6.223004178861597,7.865071853395919,6.7864227821178105,64.31981344727663
274,6.452723269204036,5.744564091023544,6.227917133106743,64.31981344727663
275,9.045665679602628,10.007303424420128,5.674302219147435,64.31981344727663
276,9.03521663796489,9.69004132733208,4.800648038841535,64.31981344727663
277,7.787286708787636,6.573667609771389,5.131465417657194,64.31981344727663
278,7.698060723439248,7.543761337897759,5.168047883853542,64.31981344727663
279,5.754456630480608,5.897175172912119,5.707044415451317,64.31981344727663
280,4.51497854634871,5.6463108297036975,6.19807032653856,64.31981344727663
281,3.03332923725358,3.391050820579516,6.610318258470743,64.31981344727663
282,1.840329745048174,0.0,7.205654850795143,64.31981344727663
283,0.0,2.795774489272016,7.741780402101707,64.31981344727663
284,2.4883020191331635,3.2440494006059417,7.475937344549044,64.31981344727663
285,0.0,0.0,6.778856372151584,64.31981344727663
286,0.0,0.0,6.231310782189774,64.31981344727663
287,0.6584977239381558,0.0,5.478201539125021,64.31981344727663
288,0.2944533535527784,0.1618404088856362,4.909905722267134,64.31981344727663
289,0.0,0.0,4.747092769516533,64.31981344727663
290,0.0,0.0,4.701624798216311,64.31981344727663
291,0.0,0.0,4.903524055604306,64.31981344727663
292,0.0,1.0915043643987472,5.062664845317596,64.31981344727663
293,0.9680045607436673,0.0,5.603082203956844,64.31981344727663
294,0.3845076599941959,1.4363253914776872,6.137324169226243,64.31981344727663
295,1.430825556463878,2.621978783456308,6.826501840437993,64.31981344727663
296,5.451197037469495,3.542908093223822,7.444873463065964,64.31981344727663
297,6.582050766026224,6.000316582059824,6.965160104182511,55.50978670301682
298,8.58702002922279,9.76022247936166,6.160714866815538,51.104773330886914
299,9.25388217178402,9.392599807708534,5.576913624731056,42.29474658662711
300,7.827545186123091,8.977935022119109,5.001115466629425,42.29474658662711
301,7.84448458947832,9.284586526140233,5.235490424226744,46.69975995875701
302,8.509350389648459,6.965239217972782,5.162221120563308,42.29474658662711
303,6.941055327229501,6.391302719272836,5.702462248701976,51.104773330886914
304,4.360810611055482,4.898067093954146,6.273408497532402,46.69975995875701
305,2.3905974123297646,2.2519498162745264,6.926263804768415,51.104773330886914
306,1.4750693302701354,2.198352897502601,7.477526151227896,55.50978670301682
307,0.0,2.303081294064857,7.711704024457907,55.50978670301682
308,0.6096704927860395,0.6570289442072714,7.630897028886597,55.50978670301682
309,0.0,0.6337538416250497,6.870587850313843,59.91480007514673
310,0.0,0.1710265635222962,6.208509925178306,51.104773330886914
311,1.2631662521182716,0.0,5.2983782368404055,55.50978670301682
312,0.9393551644693612,0.1152446181388051,4.700106465079644,55.50978670301682
313,0.9252509846757562,0.9348675903464936,4.6246707671186265,46.69975995875701
314,1.5080164926888084,1.160485147660849,4.845294168653159,37.8897332144972
315,0.0,1.3964124829058573,4.976039435885607,37.8897332144972
316,0.76941462127128,2.512687503445375,5.16884686633014,33.4847198423673
317,0.0,0.0,5.357368763643292,24.67469309810749
318,0.3455959901564491,2.089377531833428,6.357004700064148,29.07970647023739
319,2.100182058781465,1.636275183897545,6.91949429361322,24.67469309810749
320,4.505736066394271,5.037814341236592,7.111579763084341,20.26967972597758
321,6.930485983336361,6.418442323042877,6.688567127073881,24.67469309810749
322,6.664035851956291,4.891586788466376,6.215707250992333,33.4847198423673
323,10.386,9.19900161255493,5.616817053437873,33.4847198423673
324,7.62839026573776,5.405638194381831,5.297131862544344,29.07970647023739
325,7.079954446933896,8.171748507451689,4.934505461913467,33.4847198423673
326,9.00511316166082,10.745092813338932,5.134989323612694,24.67469309810749
327,7.163258141554049,8.385825873413562,5.460268306937994,20.26967972597758
328,5.130144296509261,4.820802421452414,6.188040945460289,20.26967972597758
329,2.998654969330949,4.137515108603471,6.794076898747463,24.67469309810749
330,0.0,0.0,7.355768248108848,24.67469309810749
331,0.0,1.7162219857068912,7.4960457897913715,33.4847198423673
332,0.0513972970070821,2.870408656414194,7.482239296431307,33.4847198423673
333,0.0,1.236181146358159,6.9404632065266085,24.67469309810749
334,1.116687351105921,0.7323007130535304,6.243953948328436,20.26967972597758
335,0.0,1.4617732117110664,5.345166621109848,20.26967972597758
336,0.0,0.4220696463190765,4.826806008060527,20.26967972597758
337,0.0,0.0,4.87387812775583,20.26967972597758
338,0.4507433096836668,0.0,4.811182259040297,20.26967972597758
339,0.0,0.0370747145048073,4.941993561583693,20.26967972597758
340,0.0,0.3774353533646795,5.247566359491814,20.26967972597758
341,0.2502638631914342,0.0,5.627427807135546,20.26967972597758
342,0.2517793375356367,4.47741061706271,6.3386913669214415,20.26967972597758
343,1.6566762888632052,1.3352783064134846,7.069072809448728,20.26967972597758
344,3.838344759960661,5.744164290623199,7.259046721529188,20.26967972597758
345,6.508111512994084,6.59379110364786,6.896366228617865,20.26967972597758
346,5.927414028138173,7.699794891703838,6.256034119421858,24.67469309810749
347,6.861591005555214,9.859306468452107,5.596903437222328,20.26967972597758
348,7.979992345309265,7.233126143941723,5.262985130845346,20.26967972597758
349,8.275971711670335,7.787553098781791,5.075390065049366,20.26967972597758
350,8.011040142200153,8.788413891420596,5.271216397506537,24.67469309810749
351,7.980878625500511,9.273726218442327,5.540118009598593,29.07970647023739
352,5.412263145271395,5.803104852790491,6.113610041668802,20.26967972597758
353,2.067723058297333,2.102530823120414,6.8951729490056834,20.26967972597758
354,0.0,0.0,7.327743265639296,20.26967972597758
355,0.0,0.466150205076405,7.488972312880486,20.26967972597758
356,0.0,0.0,7.350040630925566,20.26967972597758
357,0.0,0.3517078422302302,6.865537417547718,20.26967972597758
358,0.3438809978815902,2.2968019139628484,6.076894233294728,20.26967972597758
359,0.0,0.862093644602473,5.778186096045407,20.26967972597758
360,0.5767980100943331,1.3654046682824097,4.775966987881617,20.26967972597758
361,1.7772190338260474,0.0,4.660703218863922,20.26967972597758
362,0.0,0.989658201537317,5.16438316169225,20.26967972597758
363,0.4374528977938694,0.0497543261800226,4.840530087491059,20.26967972597758
364,0.7791173515516516,0.0,5.341363349692216,20.26967972597758
365,0.0,2.11664592089181,5.628392674601233,20.26967972597758
366,0.2270527896795786,0.2249498398513143,6.255741107510575,20.26967972597758
367,2.275038332079327,2.5735070518727934,6.746983078325791,20.26967972597758
368,4.517703954105341,5.291795395941286,7.132980934624955,20.26967972597758
369,5.3256002389229735,7.113955811722129,6.736159090051306,20.26967972597758
370,7.681632109224358,6.672297424021225,6.297552573403615,20.26967972597758
371,9.129701142605036,11.011532766258934,5.537867782011224,20.26967972597758
372,10.386,10.20216316812565,5.156691356852531,24.67469309810749
373,9.676104736285469,8.509422412877505,5.334671382952445,24.67469309810749
374,10.203165687505177,10.234012722424495,5.054370369127723,33.4847198423673
375,5.332307462204508,4.587582774168865,5.400419194530042,42.29474658662711
376,5.435314536814444,5.399379497898421,6.082929737290655,46.69975995875701
377,2.477300965817512,4.72469270749774,6.889208196195278,51.104773330886914
378,2.55554879509909,0.2613477226179053,7.585492423164771,46.69975995875701
379,0.0,0.436871596945017,7.521340584466637,42.29474658662711
380,0.0,0.3265139683889577,7.4827351375368,51.104773330886914
381,0.0,0.0,6.720625295148484,55.50978670301682
382,0.0,0.0,6.140439238507836,55.50978670301682
383,0.0,1.258465873858074,5.315338318681711,59.91480007514673
384,0.0,0.0,4.5957984115928365,55.50978670301682
385,0.1397524868463295,0.0,4.906052456919386,51.104773330886914
386,0.3664319009261612,0.0,4.9489949825917785,55.50978670301682
387,2.184033713856224,2.019720745721325,5.011405842868212,51.104773330886914
388,1.0874336564144644,2.596975986018686,5.153577684574423,46.69975995875701
389,0.0,1.0898366102928372,5.17781416280347,55.50978670301682
390,0.0,0.0,6.098700020448079,46.69975995875701
391,2.8458770033786225,3.805301672386472,6.642081972871822,51.104773330886914
392,2.843999453535619,3.207464683144868,7.110565290097159,51.104773330886914
393,8.419071093299872,7.67957197427344,6.805769982088029,55.50978670301682
394,9.059913927079574,8.314848865665354,6.321848855439119,46.69975995875701
395,7.995406813859539,8.763308125128422,5.7628779528890375,37.8897332144972
396,6.824873870141754,7.252760547699592,5.299285532500224,37.8897332144972
397,10.154911050009334,8.691336669101304,5.089936029898541,29.07970647023739
398,7.527120946452097,6.078463731888654,5.403396916933425,37.8897332144972
399,7.715867790127978,7.861435947581598,5.518369442570775,46.69975995875701
400,2.5192005060577567,5.228985423172248,6.274837021034046,46.69975995875701
401,1.5531768650041755,3.23503242513316,6.728023129070976,37.8897332144972
402,0.0,1.1432652266786394,7.404962502152476,46.69975995875701
403,0.017253669198014,0.0,7.711022347527423,46.69975995875701
404,0.0,0.0,7.414788643817632,55.50978670301682
405,0.6994037048625064,1.900116797211671,6.71326938780253,51.104773330886914
406,0.0,1.417933293625007,6.165936732402497,51.104773330886914
407,0.0,0.0,5.687413594834397,55.50978670301682
408,0.104099508001445,0.2240548151529511,4.904546588342059,55.50978670301682
409,0.5709845833546683,0.0,5.132492726730824,59.91480007514673
410,0.8045508395445955,0.3420372370452145,4.899937794057745,51.104773330886914
411,0.0,1.6929022884463625,4.942453142516849,51.104773330886914
412,0.0,0.0,4.885120457970439,51.104773330886914
413,1.475083457426894,0.5149797194466057,5.485954370812671,51.104773330886914
414,0.3552473569511254,0.0,6.037123934151382,59.91480007514673
415,1.3796999350006836,1.4697028216138492,7.0543031962105776,59.91480007514673
416,6.251412122905361,5.901971626263036,7.084842215609491,55.50978670301682
417,6.395244353975602,8.383693046896305,6.670056448630655,55.50978670301682
418,9.07029860849848,7.866943285056755,6.210725148840409,51.104773330886914
419,8.642923042755957,7.318778393610015,5.55734666565646,55.50978670301682
420,10.386,11.099607332696364,5.237930694097896,64.31981344727663
421,10.386,10.553479606359875,5.098643416057758,64.31981344727663
422,7.378441699898126,7.383736851274343,5.263846025659084,64.31981344727663
423,7.409102296773236,7.636089368848296,5.555704597519729,64.31981344727663
